date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:27:53	16373/16373	---M--	200	added ('OK')	image/png	etag:%2265bca73c-3ff5%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/avatars/14.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/avatars/14.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:53	1859/1859	---M--	200	added ('OK')	image/png	etag:%2265bca73c-743%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/chrome.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/chrome.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:53	746/746	---M--	200	added ('OK')	image/png	etag:%2265bca73c-2ea%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/safari.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/safari.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:53	2371/2371	---M--	200	added ('OK')	image/png	etag:%2265bca73c-943%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/firefox.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/firefox.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:53	868/868	---M--	200	added ('OK')	image/png	etag:%2265bca73c-364%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/edge.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/edge.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:54	727/727	---M--	200	added ('OK')	image/png	etag:%2265bca73c-2d7%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/opera.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/opera.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:54	1461/1461	---M--	200	added ('OK')	image/png	etag:%2265bca73c-5b5%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/brave.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/brave.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:54	1460/1460	---M--	200	added ('OK')	image/png	etag:%2265bca73c-5b4%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/vivaldi.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/vivaldi.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:54	1461/1461	---M--	200	added ('OK')	image/png	etag:%2265bca73c-5b5%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/uc.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/uc.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:55	3452/3452	---M--	200	added ('OK')	image/png	etag:%2265bca73c-d7c%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/windows.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/windows.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:55	1437/1437	---M--	200	added ('OK')	image/png	etag:%2265bca73c-59d%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/mac.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/mac.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:55	3980/3980	---M--	200	added ('OK')	image/png	etag:%2265bca73c-f8c%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/ubuntu.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/ubuntu.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:55	3499/3499	---M--	200	added ('OK')	image/png	etag:%2265bca73c-dab%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/cent.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/cent.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:56	1571/1571	---M--	200	added ('OK')	image/png	etag:%2265bca73c-623%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/linux.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/linux.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:56	1583/1583	---M--	200	added ('OK')	image/png	etag:%2265bca73c-62f%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/fedora.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/fedora.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:56	1371/1371	---M--	200	added ('OK')	image/png	etag:%2265bca73c-55b%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/vivaldi-os.png	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/img/icons/brands/vivaldi-os.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:56	88156/88156	---M--	200	added ('OK')	application/javascript	etag:%2265bca73c-1585c%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/libs/jquery/jquery.js	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/libs/jquery/jquery.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:57	20824/20824	---M--	200	added ('OK')	application/javascript	etag:%2265bca73c-5158%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/libs/popper/popper.js	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/libs/popper/popper.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:57	98788/98788	---M--	200	added ('OK')	application/javascript	etag:%2265bca73c-181e4%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/js/bootstrap.js	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/js/bootstrap.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:57	19622/19622	---M--	200	added ('OK')	application/javascript	etag:%2265bca73c-4ca6%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/libs/perfect-scrollbar/perfect-scrollbar.js	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/libs/perfect-scrollbar/perfect-scrollbar.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:57	21150/21150	---M--	200	added ('OK')	application/javascript	etag:%2265bca73c-529e%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/libs/hammer/hammer.js	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/libs/hammer/hammer.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:58	74695/74695	---M--	200	added ('OK')	application/javascript	etag:%2265bca73c-123c7%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/libs/i18n/i18n.js	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/libs/i18n/i18n.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:58	40265/40265	---M--	200	added ('OK')	application/javascript	etag:%2265bca73c-9d49%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/libs/typeahead-js/typeahead.js	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/libs/typeahead-js/typeahead.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:58	21686/21686	---M--	200	added ('OK')	application/javascript	etag:%2265bca73c-54b6%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/js/menu.js	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/js/menu.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:58	11268/11268	---M--	200	added ('OK')	application/javascript	etag:%2265bca740-2c04%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/js/main.js	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/js/main.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:59	7710/7710	---M--	200	added ('OK')	application/javascript	etag:%2265bca73f-1e1e%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/js/dashboards-analytics.js	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/js/dashboards-analytics.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:59	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Apr%202024%2017:57:59%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.eot	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.eot	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.css)
23:27:59	487745/487745	---M--	200	added ('OK')	application/javascript	etag:%2265bca73c-77141%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/libs/apex-charts/apexcharts.js	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/libs/apex-charts/apexcharts.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
23:27:59	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Apr%202024%2017:58:00%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.woff2	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.woff2	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.css)
23:28:00	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Apr%202024%2017:58:00%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.woff	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.woff	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.css)
23:28:00	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Apr%202024%2017:58:00%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.ttf	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.ttf	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.css)
23:28:00	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Apr%202024%2017:58:00%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.svg?	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxiconsd41d.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.css)
23:28:01	115680/115680	---M--	200	added ('OK')	font/woff2	etag:%2265bca73c-1c3e0%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons/boxicons.woff2	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons/boxicons.woff2	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.css)
23:28:01	405670/405670	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2265bca73c-630a6%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons/boxicons.eot	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons/boxicons.eot	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.css)
23:28:01	321020/321020	---M--	200	added ('OK')	font/woff	etag:%2265bca73c-4e5fc%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons/boxicons.woff	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons/boxicons.woff	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.css)
23:28:01	320944/320944	---M--	200	added ('OK')	application/octet-stream	etag:%2265bca73c-4e5b0%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons/boxicons.ttf	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons/boxicons.ttf	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.css)
23:28:02	25452/25452	---M--	200	added ('OK')	font/woff2	etag:%2265bca73c-636c%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome/fa-regular-400.woff2	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome/fa-regular-400.woff2	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome.css)
23:28:02	68004/68004	---M--	200	added ('OK')	application/octet-stream	etag:%2265bca73c-109a4%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome/fa-regular-400.ttf	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome/fa-regular-400.ttf	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome.css)
23:28:03	156496/156496	---M--	200	added ('OK')	font/woff2	etag:%2265bca73c-26350%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome/fa-solid-900.woff2	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome/fa-solid-900.woff2	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome.css)
23:28:03	1242122/1242122	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-12f40a%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons/boxicons.svg?	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons/boxiconsd41d.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/boxicons.css)
23:28:04	117372/117372	---M--	200	added ('OK')	font/woff2	etag:%2265bca73c-1ca7c%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome/fa-brands-400.woff2	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome/fa-brands-400.woff2	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome.css)
23:28:05	283/283	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-11b%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/xx.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/xx.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:05	241/241	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-f1%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/xx.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/xx.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:05	207972/207972	---M--	200	added ('OK')	application/octet-stream	etag:%2265bca73c-32c64%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome/fa-brands-400.ttf	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome/fa-brands-400.ttf	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome.css)
23:28:05	33675/33675	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-838b%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/ad.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/ad.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:05	419720/419720	---M--	200	added ('OK')	application/octet-stream	etag:%2265bca73c-66788%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome/fa-solid-900.ttf	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome/fa-solid-900.ttf	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/fontawesome.css)
23:28:05	32462/32462	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-7ece%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/ad.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/ad.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:05	266/266	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-10a%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/ae.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/ae.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:06	274/274	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-112%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/ae.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/ae.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:06	21061/21061	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-5245%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/af.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/af.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:06	20920/20920	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-51b8%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/af.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/af.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:06	743/743	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-2e7%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/ag.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/ag.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:06	751/751	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-2ef%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/ag.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/ag.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:07	2336/2336	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-920%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/ai.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/ai.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:07	2346/2346	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-92a%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/ai.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/ai.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:07	3231/3231	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-c9f%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/al.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/al.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:07	3233/3233	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-ca1%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/al.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/al.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:08	228/228	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-e4%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/am.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/am.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:08	236/236	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-ec%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/am.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/am.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:08	1606/1606	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-646%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/ao.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/ao.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:08	1606/1606	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-646%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/ao.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/ao.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:09	2823/2823	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-b07%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/aq.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/4x3/aq.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
23:28:09	2950/2950	---M--	200	added ('OK')	image/svg+xml	etag:%2265bca73c-b86%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/aq.svg	C:/My%20Web%20Sites/sneatdashboard/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flags/1x1/aq.svg	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/fonts/flag-icons.css)
